gamma,n_0,A_V_max,M_gas,r_out
0.24719101123595505,1.1114029869356505,0.11358160184712585,5176392579.306583,8201.636890449976
0.2696629213483146,1.1114029869356505,0.09840116718588922,5254406769.108063,8976.13778966361
0.29213483146067415,1.1114029869356505,0.08265783556682361,4787289537.480424,9455.891446317202
0.3146067415730337,1.1114029869356505,0.06679102010089705,3764939473.104367,9440.295822032182
0.33707865168539325,1.1114029869356505,0.05399609395782595,2950579148.2592444,9410.529450287664
0.3595505617977528,1.1114029869356505,0.04372223047057248,2313750985.002998,9380.98351074966
0.38202247191011235,1.1114029869356505,0.03546186696156654,1815602875.8288207,9352.09368195079
0.4044943820224719,1.1114029869356505,0.028785029547360355,1420137165.2839735,9310.070203969128
0.42696629213483145,1.1114029869356505,0.02340848315371239,1111787856.298319,9269.551166899204
0.449438202247191,1.1114029869356505,0.019064023477812345,869405778.641569,9223.401738788196
0.47191011235955055,1.1114029869356505,0.015545242886885847,678070041.8732939,9166.161339612821
0.4943820224719101,1.1114029869356505,0.01270193289088056,529143594.0907816,9109.476393019562
0.5168539325842696,1.1114029869356505,0.010398062591022193,412593998.3113114,9048.418975718654
0.5393258426966292,1.1114029869356505,0.008527127324731999,321074893.2184023,8978.679750865485
0.5617977528089888,1.1114029869356505,0.007008697379076714,249819414.90301022,8907.010916585643
0.5842696629213483,1.1114029869356505,0.00577094556695895,193667304.45852807,8820.611931550386
0.6067415730337078,1.1114029869356505,0.004762005070803006,149717942.25356704,8722.696576913113
0.6292134831460674,1.1114029869356505,0.0039416923499426375,115963001.4988138,8630.4347969153
0.651685393258427,1.1114029869356505,0.00326967311441993,89352604.73349339,8518.02271137535
0.6741573033707865,1.1114029869356505,0.002719127351270543,68550523.66586682,8388.794289933589
0.696629213483146,1.1114029869356505,0.002267516362934232,52343726.10521413,8241.69012524884
0.7191011235955056,1.1114029869356505,0.0018980384084603024,40005263.336203486,8097.148144880197
0.7415730337078652,1.1114029869356505,0.001594705395262752,30558222.573798392,7949.945028882328
0.7640449438202247,1.1114029869356505,0.0013432280088859277,23047971.889084205,7758.002598315058
