wave,flux,err,sky,path_corr,npix,norm_corr,flux_sum,profile_sum,var_sum
0.58,,,,,0.0,,0.0,0.0,0.0
0.5836851085753291,,,,,0.0,,0.0,0.0,0.0
0.5874378771811705,,,,,0.0,,0.0,0.0,0.0
0.591260215571612,,,,,0.0,,0.0,0.0,0.0
0.5951542612478814,,,,,0.0,,0.0,0.0,0.0
0.5991219350103587,,,,,0.0,,0.0,0.0,0.0
0.6031652486825945,0.025033592141935825,0.03000655775796915,0.16018975432034543,1.061179612255196,9.0,1.0219069141512318,-0.0073166649718239656,1.3680884197799479,0.006436256234379206
0.6072866429848921,0.01580465127452277,0.016760942275056957,0.1620368438380383,1.0618495588091104,14.0,1.0221021992236399,0.10516866590004248,2.665968319246219,0.005929802260011491
0.6114883288153422,0.03825557782807817,0.014516758098287744,0.1640035142503499,1.0630172190065448,16.0,1.0275633824392665,0.13364361975895941,2.9989373855148758,0.007606808757075739
0.6157725852112719,-0.01766803605409052,0.01870455416692323,0.16521162402475478,1.065764785420097,12.0,1.035368589120068,-0.1466363045749889,1.7859078355512825,0.005872446254962984
0.6201417925338175,0.010150706469051984,0.014522214751649937,0.167972073830707,1.0610879763322254,15.0,1.0394786942089127,0.012785889007094528,2.701062937590144,0.00654372775191505
0.6245986421722293,-0.005813987970498809,0.014182447949918483,0.17044997506678244,1.054764711540218,11.0,1.0416802786679593,0.039760311160192796,2.984414777505864,0.0036526558260950416
0.6291457664413497,-0.0011135949968667997,0.017701780664197066,0.17332639179038412,1.027554315520043,13.0,1.0047646325493418,-0.05472678187450266,2.094650884970164,0.0061619319693109464
0.6337858404237796,-0.06542898741855686,0.014697844165715047,0.17575047425309553,1.0636932285533334,13.0,1.0551588624902153,-0.11911937236043432,2.585726518524455,0.004672453968450277
0.6385216506886465,-0.01718533139455552,0.020397471376211646,0.17769770812579694,1.068306081264219,13.0,1.0572167098409486,0.007613188443120037,2.0648798909930215,0.005121160848205778
0.643356097508133,0.02559234624174484,0.016097168292090732,0.17915965535743625,1.0633273021795637,14.0,1.0621149978090734,0.11627100338447832,2.704823997190442,0.006194755674697365
0.6482921961234418,0.0065169404292389765,0.01489378135633491,0.18062982929441948,1.0643896661385381,15.0,1.06463047927285,0.048826952475521865,2.7641249175471643,0.005282297565944451
0.6533331269727229,0.0184305663847083,0.01531764264861039,0.18091364130895027,1.0618272160562496,15.0,1.0681331350326868,-0.06223420382847217,2.9933997584077296,0.004183747607110651
0.6584822006004801,-0.0015328628341476592,0.01315369133147943,0.18176822333433157,1.0319835646136242,14.0,1.0705748014070149,0.0024509062851605715,2.861168128733201,0.004498911703342592
0.6637427687884045,0.014597494966932238,0.012350184943761663,0.18421060884915708,1.0573867444567546,15.0,1.0696194561608934,0.09377927388702213,2.999365545169023,0.0042908569627944015
0.6691183091358435,-0.015775609503357494,0.013578060030311659,0.18521820998359884,1.0615927299065393,12.0,1.069154185019827,0.002154065115904713,2.317546460855096,0.003800651038470937
0.6746124267713053,0.03252627285274023,0.010520098054610384,0.18512659195077374,1.0589261690464593,15.0,1.0686540625610628,0.14297941459592703,2.920022440468929,0.004291152396521426
0.6802288545553616,0.02183912358095406,0.012505614315136625,0.18500173551415514,1.0600517171090527,15.0,1.0669342155054466,-0.0014053498236168034,2.8169755498589177,0.003340345355090251
0.6859714560919713,0.014723433498773846,0.0121474758520136,0.1850495986200058,1.058660098261614,15.0,1.0651086124244864,0.09069644826948435,2.3517080576256477,0.004092623030494139
0.691844227959342,-0.0031637114156358895,0.010673761509153326,0.18560904621253768,1.0774163957191585,15.0,1.065994492405283,0.021351216756321675,2.996126245581938,0.0035183470080745608
0.6978512983243266,0.015005281487074064,0.009428592682689573,0.1856545468711629,1.0600924096811049,13.0,1.0603601787391896,0.05099830346511974,2.728819410520609,0.0022332591615740515
0.7039969298328147,0.0008730922156769496,0.010071241252624163,0.185707612145182,1.0618945732993357,16.0,1.056678085727168,-0.012927777923565925,2.999010481099413,0.003072679504380087
0.7102856085857414,0.02336384973355618,0.008902397784820115,0.1856306290045913,1.0570603394524605,14.0,1.054441541043891,0.01898112156343195,2.902486888839195,0.002972635795564271
0.7167219126183257,-0.01481009283155192,0.009265981949274919,0.1850745119904729,1.057273735191952,16.0,1.0532023995308035,0.07872549270304527,3.002970134781107,0.003097437542553092
0.7233105291495501,-0.006483977976482315,0.011442974970245668,0.18530855290184178,1.0500717739005232,15.0,1.0502192288422567,0.08292141567413912,2.297762416636618,0.0028763025637849405
0.7300562801462376,0.012445893200992764,0.011018183750776,0.1858270942237654,1.052272727412717,15.0,1.048070363885126,0.11669968657235034,2.7935110185562735,0.0025654591414370105
0.7369641201458388,0.021969481418355523,0.008973971619499872,0.1856965896467267,1.0517827913941322,16.0,1.046352975148747,0.024152200514229706,2.999727669803129,0.002628910301427789
0.7440391997921404,0.018946850421636918,0.00935744371817168,0.18602507821495462,1.0510089425766724,15.0,1.0448316231181694,0.0963021360758396,2.9990143680876917,0.002361150239149011
0.7512868788768211,0.004294039960983068,0.00827456517682991,0.18724886539412056,1.051983743431575,15.0,1.0434367192243479,0.00904901242204416,2.8967361901435917,0.002300174982571407
0.7587125091385601,0.01884823939998137,0.011223183424029712,0.18817515650153172,1.0488559915911608,13.0,1.0433768167181734,-0.03532069792856153,2.2470964564407594,0.0020395784872433848
0.7663215926443134,-0.010335163285508334,0.008589591230734309,0.1884151378938459,1.0466547382258469,16.0,1.04297076910374,-0.0626762338162156,2.996805799261102,0.002527585430173182
0.774119919436049,0.018450867968441673,0.008570951464075865,0.18949386675549232,1.0457485969529043,14.0,1.0425811832741294,0.12487350975198916,2.812098842738055,0.0020182052902477975
0.7821132007259336,0.010345316254098564,0.009913776941864303,0.19044523341107053,1.0455258045408264,15.0,1.0424299610605443,0.09395081765668037,2.2788564334010912,0.002581000397566038
0.7903073872275499,0.006261351490317559,0.008428809632299774,0.19115981197424406,1.0456966525161462,15.0,1.0424325169460749,0.041791277591624196,2.996416022640207,0.0024836053582172474
0.7987084651175618,0.00130591653595313,0.007939062512020664,0.19174094496798208,1.0504088883277913,15.0,1.042458096010237,0.10541623320155968,2.7732987300968297,0.0024206357670753485
0.8073225394191289,0.014209287498985576,0.00840122336831003,0.19274109661945948,1.0424047321500132,14.0,1.0425030594122058,0.1406313953639156,3.0000066066954307,0.0020814059982158166
0.8161557536067607,0.006260756397677897,0.007863757447091791,0.1930976128783882,1.0400002127180885,13.0,1.0425190887974722,0.19695864283763673,2.814581012056928,0.0023628639241595945
0.8252143502760124,0.009454228522931736,0.008149020842526207,0.19343086758005593,1.0396890785792092,16.0,1.0424220331204204,-0.12993685834069868,3.0016506957327085,0.0027222517702829192
0.834504545011099,0.014195336849138575,0.009574614994238177,0.19362727584876982,1.0374744669852405,15.0,1.0421466628716118,0.17100492947487947,2.22065641711536,0.002450733575731288
0.8440326001886391,0.012204555870263378,0.007946567067782368,0.19216512323812426,1.0350773529596051,16.0,1.0415727177102139,0.046055208623688185,2.9972085277394447,0.0023764525692601514
